sk_ato,chave_deputado,nome_na_api,partido_ultimo,tipo_ato,nome_tipo_ato,data,ano,sessao_legislativa,legislatura,id_objeto,fonte,valor_centavos,regra_chave,proposicao_id,sigla_numero_ano,sigla,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
214,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-23,2022,32,8,6150,api_i5,,autor_id,6150,REQ 3120/2022,REQ,,,Requer a realização de Audiência Pública para debater a presença dos dentistas nos hospitais e UTIs do Distrito Federal.,Apresentação,2022-02-23
215,32,Deputado Professor Reginaldo Veras,,1,apresentou uma proposição,2022-02-23,2022,32,8,6150,api_i5,,autor_id,6150,REQ 3120/2022,REQ,,,Requer a realização de Audiência Pública para debater a presença dos dentistas nos hospitais e UTIs do Distrito Federal.,Apresentação,2022-02-23
216,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-23,2022,32,8,6150,api_i5,,autor_id,6150,REQ 3120/2022,REQ,,,Requer a realização de Audiência Pública para debater a presença dos dentistas nos hospitais e UTIs do Distrito Federal.,Apresentação,2022-02-23
217,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6151,api_i5,,autor_id,6151,PL 2481/2022,PL,,,Reconhece o risco da atividade e a efetiva necessidade do porte de armas de fogo ao atirador desportivo integrante de entidades de desporto legalmente constituídas nos termos do inciso IX do artigo 6° da Lei Federal n. 10.826/2003.,Apresentação,2022-02-01
218,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-23,2022,32,8,6161,api_i5,,autor_id,6161,REQ 3119/2022,REQ,,,"Requer a realização de Sessão Solene no dia 27 de maio de 2022, às 15h, no Plenário desta casa, em homenagem aos Patenses em Brasília.",Apresentação,2022-02-23
219,32,Deputado Professor Reginaldo Veras,,1,apresentou uma proposição,2022-02-23,2022,32,8,6161,api_i5,,autor_id,6161,REQ 3119/2022,REQ,,,"Requer a realização de Sessão Solene no dia 27 de maio de 2022, às 15h, no Plenário desta casa, em homenagem aos Patenses em Brasília.",Apresentação,2022-02-23
220,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-23,2022,32,8,6161,api_i5,,autor_id,6161,REQ 3119/2022,REQ,,,"Requer a realização de Sessão Solene no dia 27 de maio de 2022, às 15h, no Plenário desta casa, em homenagem aos Patenses em Brasília.",Apresentação,2022-02-23
221,31,Deputado Rafael Prudente,,1,apresentou uma proposição,2022-02-01,2022,32,8,6162,api_i5,,autor_id,6162,IND 8000/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública, a intensificação das rondas ostensivas realizadas pela Polícia Militar, na EQNN 18/20 - Região Administrativa da Ceilândia – RA IX.",Apresentação,2022-02-01
222,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6163,api_i5,,autor_id,6163,MO 1021/2022,MO,,,"Reconhece e apresenta Votos de Louvor aos Policiais Militares do 6º BPM/GTOP 26, pelo comprometimento, profissionalismo e dedicação demonstrados em “ATO DE BRAVURA”, quanto salvaram pessoas que estavam em um apartamento que pegou fogo, fato ocorrido dia 14/01/2021, na Vila Planalto. Conforme demonstrado no REGISTRO DE ATIVIDADE POLICIAL Nº 205005-2021.",Apresentação,2022-02-01
223,31,Deputado Rafael Prudente,,1,apresentou uma proposição,2022-02-01,2022,32,8,6164,api_i5,,autor_id,6164,IND 8001/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública, a intensificação das rondas ostensivas realizadas pela Polícia Militar, na EQNN 8/10 - Região Administrativa da Ceilândia – RA IX.",Apresentação,2022-02-01
224,26,Deputado Jorge Vianna,INVÁLIDO,1,apresentou uma proposição,2022-02-01,2022,32,8,6170,api_i5,,autor_id,6170,PL 2485/2022,PL,,,"Dispõe sobre a Modernização do Programa Nacional de Imunizações, no âmbito do Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2022-02-01
225,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6175,api_i5,,autor_id,6175,REQ 3023/2022,REQ,,,Requer à Secretaria de Estado de Economia do Distrito Federal informações sobre o pagamento da 3ª Parcela do reajuste aos servidores do GDF.,Apresentação,2022-02-01
226,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6177,api_i5,,autor_id,6177,MO 1020/2022,MO,,,"Reconhece e apresenta Votos de Louvor aos Policiais do 25º Batalhão da PMDF, pelo comprometimento com a vida e profissionalismo demonstrados em 'ATO DE BRAVURA', que culminou no salvamento de uma criança na QR-5 Conjunto “D” CASA-34, fato ocorrido dia 16/12/2021, na Candangolândia - DF.  Conforme demonstrado no Registro de Atividade Policial COPOM Nº 206350-2021.",Apresentação,2022-02-01
227,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-08,2022,32,8,6180,api_i5,,autor_id,6180,MO 1035/2022,MO,,,"Parabeniza e manifesta votos de louvor e aplausos a todos os policiais militares homenageados, na Missão de apoio aéreo de ajuda humanitária em decorrência de situação de calamidade pública causada pelas enchentes no estado da Bahia.",Apresentação,2022-02-08
228,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6181,api_i5,,autor_id,6181,MO 1025/2022,MO,,,"Parabeniza e manifesta votos de louvor e aplausos a todos os policiais militares homenageados, na Missão de apoio aéreo de ajuda humanitária em decorrência de situação de calamidade pública causada pelas enchentes no estado da Bahia.",Apresentação,2022-02-01
229,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6185,api_i5,,autor_id,6185,REQ 3043/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do PL 1347, de 2020",Apresentação,2022-02-01
230,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6187,api_i5,,autor_id,6187,REQ 3045/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do Projeto de Lei n° 1393, de 2020.",Apresentação,2022-02-01
231,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6189,api_i5,,autor_id,6189,REQ 3048/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do Projeto de Lei n° 2123, de 2021.",Apresentação,2022-02-01
232,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6192,api_i5,,autor_id,6192,REQ 3046/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do PL 1731, de 2021",Apresentação,2022-02-01
233,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6194,api_i5,,autor_id,6194,REQ 3049/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do PL 1548, de 2020.",Apresentação,2022-02-01
234,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6200,api_i5,,autor_id,6200,REQ 3047/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do PL 1742, de 2021.",Apresentação,2022-02-01
235,31,Deputado Rafael Prudente,,1,apresentou uma proposição,2022-02-01,2022,32,8,6201,api_i5,,autor_id,6201,IND 8002/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública, a intensificação das rondas ostensivas realizadas pela Polícia Militar, na EQNN 6/8 - Região Administrativa da Ceilândia – RA IX.",Apresentação,2022-02-01
236,31,Deputado Rafael Prudente,,1,apresentou uma proposição,2022-02-01,2022,32,8,6202,api_i5,,autor_id,6202,IND 8003/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Segurança Pública, a intensificação das rondas ostensivas realizadas pela Polícia Militar, na EQNN 4/6 - Região Administrativa da Ceilândia – RA IX.",Apresentação,2022-02-01
237,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6205,api_i5,,autor_id,6205,MO 1024/2022,MO,,,"Reconhece e apresenta Votos de Louvor aos Policiais do 9º BPM, pelo comprometimento, profissionalismo e dedicação demonstrados em “OCORRÊNCIA”, durante prisão em flagrante, na cidade de Gama/DF, sito DF 483, KM 03, fato ocorrido dia 20/12/2021.",Apresentação,2022-02-01
238,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6206,api_i5,,autor_id,6206,REQ 3024/2022,REQ,,,Requer à Companhia de Desenvolvimento Habitacional do Distrito Federal (CODHAB) informações sobre os concursos realizados no ano de 2018.,Apresentação,2022-02-01
239,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6209,api_i5,,autor_id,6209,IND 7993/2022,IND,,,"Sugere ao Poder Executivo o pagamento retroativo referente à 3ª parcela de reajuste das carreiras dos servidores públicos do Distrito Federal, e a criação de um cronograma de parcelamento do valor devido em prestações mensais, trimestrais ou semestrais. ",Apresentação,2022-02-01
240,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6210,api_i5,,autor_id,6210,IND 7986/2022,IND,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Saúde, a alteração da Lei 7.016/21, garantindo isonomia dentro da mesma categoria de servidores que realizam serviços de mesma natureza.",Apresentação,2022-02-01
241,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6212,api_i5,,autor_id,6212,IND 7994/2022,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia de Desenvolvimento Habitacional do DF – CODHAB, adote medidas necessárias com vistas à regularização fundiária da QNR em Ceilândia – RA IX.",Apresentação,2022-02-01
242,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6214,api_i5,,autor_id,6214,IND 7995/2022,IND,,,"Sugere ao Poder Executivo que, por intermédio da Companhia de Desenvolvimento Habitacional do DF – CODHAB, adote medidas necessárias com vistas à regularização fundiária da Vila Roriz no Gama – RA II.",Apresentação,2022-02-01
243,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6218,api_i5,,autor_id,6218,IND 7996/2022,IND,,,"Sugere ao Poder Executivo que, por intermédio do Departamento de Estradas de Rodagem-DER, promova a pavimentação asfáltica da estrada ligando a DF-290 ao Serra Dourada, na Região Administrativa do Gama RA II.",Apresentação,2022-02-01
244,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6222,api_i5,,autor_id,6222,PL 2479/2022,PL,,,"Reconhece as atividades de salões de beleza, barbearias, esmalterias, centros de estética e afins como serviços essenciais para a população do Distrito Federal em situações de calamidade pública, de emergência, de epidemia ou de pandemia.

",Apresentação,2022-02-01
245,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6223,api_i5,,autor_id,6223,REQ 3020/2022,REQ,,,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca dos contratos de alimentação escolar das unidades de ensino do Distrito Federal.,Apresentação,2022-02-01
246,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6224,api_i5,,autor_id,6224,REQ 3022/2022,REQ,,,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca do quantitativo de nutricionistas para atender a demanda das unidades escolares do Distrito Federal.,Apresentação,2022-02-01
247,26,Deputado Jorge Vianna,INVÁLIDO,1,apresentou uma proposição,2022-02-01,2022,32,8,6225,api_i5,,autor_id,6225,REQ 3050/2022,REQ,,,REQUER A REALIZAÇÃO DE AUDIÊNCIA PÚBLICA PARA DEBATER AS CONDIÇÕES DE TRABALHO DOS PROFISSIONAIS DE EDUCAÇÃO FÍSICA E A ABRANGÊNCIA LEI 7.058/2022 NO DF.,Apresentação,2022-02-01
248,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6227,api_i5,,autor_id,6227,REQ 3021/2022,REQ,,,Requer informações à Secretaria de Estado de Educação do Distrito Federal acerca do controle de alimentação nos Centros Regionais de Ensino do Distrito Federal.,Apresentação,2022-02-01
249,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6243,api_i5,,autor_id,6243,MO 1019/2022,MO,,,"Reconhece e apresenta Votos de Louvor aos Policiais Militares do 13º BPM/GTOP 33, pelo comprometimento, profissionalismo e dedicação demonstrados ao longo dos anos de 2019, 2020 e 2021, onde a equipe foi a campeã de flagrantes em apreensões no Distrito federal. ",Apresentação,2022-02-01
250,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-17,2022,32,8,6245,api_i5,,autor_id,6245,PL 2538/2022,PL,,,"Altera a Lei nº 6.615, de 04 de junho de 2020, que dispõe sobre a coleta de resíduos sólidos nos condomínios horizontais pelo Serviço de Limpeza Urbana do Distrito Federal – SLU e dá outras providências.","Apresentação, Disponibilizada(Emenda)",2022-02-17
251,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2022-02-17,2022,32,8,6245,api_i5,,autor_id,6245,PL 2538/2022,PL,,,"Altera a Lei nº 6.615, de 04 de junho de 2020, que dispõe sobre a coleta de resíduos sólidos nos condomínios horizontais pelo Serviço de Limpeza Urbana do Distrito Federal – SLU e dá outras providências.","Apresentação, Disponibilizada(Emenda)",2022-02-17
252,31,Deputado Rafael Prudente,,1,apresentou uma proposição,2022-02-17,2022,32,8,6245,api_i5,,autor_id,6245,PL 2538/2022,PL,,,"Altera a Lei nº 6.615, de 04 de junho de 2020, que dispõe sobre a coleta de resíduos sólidos nos condomínios horizontais pelo Serviço de Limpeza Urbana do Distrito Federal – SLU e dá outras providências.","Apresentação, Disponibilizada(Emenda)",2022-02-17
253,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-01,2022,32,8,6249,api_i5,,autor_id,6249,IND 8023/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal, a implantação de Centros de Atenção Psicossocial- CAPS, nas Regiões Administrativas do Gama e de São Sebastião.",Apresentação,2022-02-01
254,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6253,api_i5,,autor_id,6253,IND 7997/2022,IND,,,"Sugere ao Poder Executivo por meio das suas Administrações Regionais que crie o projeto ""OUVINDO A CIDADE"" questionário de consulta popular onde se possa analisar de forma mais concreta e real as necessidades da região.",Apresentação,2022-02-01
255,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-01,2022,32,8,6254,api_i5,,autor_id,6254,IND 8024/2022,IND,,,"Sugere à Companhia de Saneamento Ambiental do Distrito Federal- CAESB, que verifique as instalações da Estação de Tratamento de Esgoto- ETE em Santa Maria, tendo em vista os odores gerados.",Apresentação,2022-02-01
256,24,Deputada Jaqueline Silva,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6261,api_i5,,autor_id,6261,PL 2478/2022,PL,,,"Altera o artigo 1º, § 1º da Lei 6.273 de fevereiro de 2019, que “Institui o Programa Material Escolar e dá outras providências”.","Aguardando Inclusão na ordem do Dia, Disponibilizada(Parecer)",2022-02-01
257,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6265,api_i5,,autor_id,6265,REQ 3019/2022,REQ,,,Requer informações à Secretaria de Estado de Economia do Distrito Federal acerca da solicitação de isenção de Imposto sobre Propriedade de Veículos Automotores (IPVA) para pessoas com deficiência. ,Apresentação,2022-02-01
258,29,Deputado Leandro Grass,,1,apresentou uma proposição,2022-02-01,2022,32,8,6266,api_i5,,autor_id,6266,IND 7985/2022,IND,,,"Sugere ao Excelentíssimo Governador do Distrito Federal, por intermédio da Secretaria de Estado de Economia, que reconsidere a exigência de CPF e assinatura do Diretor da Unidade na declaração do Sistema Único de Saúde (SUS) para solicitação de isenção de Imposto sobre Propriedade de Veículos Automotores (IPVA).",Apresentação,2022-02-01
259,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-01,2022,32,8,6269,api_i5,,autor_id,6269,IND 8027/2022,IND,,,"Sugere ao Poder Executivo do Distrito Federal por intermédio da Secretaria de Estado de Transporte e Mobilidade do Distrito Federal, providências para ampliação da malha cicloviária nas Regiões Administrativas que identifica.

",Apresentação,2022-02-01
260,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-01,2022,32,8,6272,api_i5,,autor_id,6272,IND 8026/2022,IND,,,"Sugere à Companhia Urbanizadora da Nova Capital do Brasil- NOVACAP, levantamento e planejamento de recuperação da massa asfáltica de vias nas Regiões Administrativas que especifica.  ",Apresentação,2022-02-01
261,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6277,api_i5,,autor_id,6277,PL 2507/2022,PL,,,"Cria a Política Distrital de Atendimento e Acompanhamento de Crianças com Lipomielomeningocele, e fixa outras providências.","Apresentação, Disponibilizada(Parecer)",2022-02-01
262,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6278,api_i5,,autor_id,6278,PL 2508/2022,PL,,,"Institui a Política Distrital destinada à Inclusão Social e Ambiental de Jovens, no âmbito do Distrito Federal.","Apresentação, Retorno(Parecer)",2022-02-01
263,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6279,api_i5,,autor_id,6279,PL 2509/2022,PL,,,"Dispõe sobre a Política de Tratamento Especializado e Assistência específica para as pessoas diagnosticadas com Transtorno de Personalidade Narcisista - TPN, no âmbito do Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2022-02-01
264,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6281,api_i5,,autor_id,6281,PL 2510/2022,PL,,,"Torna obrigatória a fixação de placas com normas de conservação e segurança nos elevadores dos prédios comerciais e residenciais, no âmbito do Distrito Federal.","Apresentação, Retorno(Parecer)",2022-02-01
265,16,Deputado Claudio Abrantes,,1,apresentou uma proposição,2022-02-02,2022,32,8,6286,api_i5,,autor_id,6286,REQ 3059/2022,REQ,,,"

Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 19h, em homenagem ao Dia do Agente de Defesa Ambiental. 
 
",Apresentação,2022-02-02
266,25,Deputado João Cardoso ,AVANTE,1,apresentou uma proposição,2022-02-02,2022,32,8,6286,api_i5,,autor_id,6286,REQ 3059/2022,REQ,,,"

Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 19h, em homenagem ao Dia do Agente de Defesa Ambiental. 
 
",Apresentação,2022-02-02
267,34,Deputado Roosevelt Vilela,PL,1,apresentou uma proposição,2022-02-02,2022,32,8,6286,api_i5,,autor_id,6286,REQ 3059/2022,REQ,,,"

Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 19h, em homenagem ao Dia do Agente de Defesa Ambiental. 
 
",Apresentação,2022-02-02
268,35,Deputado Reginaldo Sardinha,,1,apresentou uma proposição,2022-02-02,2022,32,8,6286,api_i5,,autor_id,6286,REQ 3059/2022,REQ,,,"

Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 19h, em homenagem ao Dia do Agente de Defesa Ambiental. 
 
",Apresentação,2022-02-02
269,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-02,2022,32,8,6286,api_i5,,autor_id,6286,REQ 3059/2022,REQ,,,"

Requer a realização de Sessão Solene, no dia 07 de fevereiro de 2022, às 19h, em homenagem ao Dia do Agente de Defesa Ambiental. 
 
",Apresentação,2022-02-02
270,28,Deputada Júlia Lucy,,1,apresentou uma proposição,2022-02-01,2022,32,8,6292,api_i5,,autor_id,6292,REQ 3018/2022,REQ,,,"Requer a retirada de tramitação e arquivamento do PDL 202/2021, de minha autoria.",Apresentação,2022-02-01
271,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-01,2022,32,8,6293,api_i5,,autor_id,6293,IND 8025/2022,IND,,,"Sugere à Companhia Urbanizadora da Nova Capital do Brasil- NOVACAP, pavimentação da rua que liga a pista do 9º Batalhão da Polícia Militar do Gama, e ao lado da Faculdade Apogeu, Setor Sul, na Região Administrativa do Gama- RA II. ",Apresentação,2022-02-01
272,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6296,api_i5,,autor_id,6296,PL 2511/2022,PL,,,"Estabelece a Política Distrital de Fomento ao Basquetebol no Distrito Federal, denominada Lei Pró-Basquete.","Apresentação, Disponibilizada(Parecer)",2022-02-01
273,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-01,2022,32,8,6297,api_i5,,autor_id,6297,PL 2512/2022,PL,,,"Estabelece a Política Distrital de Fomento ao Desporto Escolar no Distrito Federal, denominada Lei Pró-Desporto Escolar.","Apresentação, Disponibilizada(Parecer)",2022-02-01
274,22,Deputado Hermeto,MDB,1,apresentou uma proposição,2022-02-01,2022,32,8,6301,api_i5,,autor_id,6301,MO 1018/2022,MO,,,"Parabeniza e manifesta votos de louvor e aplausos a todos os policiais militares homenageados, pelo 7º aniversário do 10º BPM, que prestam relevantes serviços a Cidade de Ceilândia-DF. ",Apresentação,2022-02-01
275,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-24,2022,32,8,6302,api_i5,,autor_id,6302,PDL 252/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor José Alves Bezerra.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
276,23,Deputado Iolando,MDB,1,apresentou uma proposição,2022-02-24,2022,32,8,6302,api_i5,,autor_id,6302,PDL 252/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor José Alves Bezerra.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
277,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-24,2022,32,8,6302,api_i5,,autor_id,6302,PDL 252/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor José Alves Bezerra.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
278,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-24,2022,32,8,6302,api_i5,,autor_id,6302,PDL 252/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor José Alves Bezerra.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
279,14,Deputada Arlete Sampaio,,1,apresentou uma proposição,2022-02-01,2022,32,8,6303,api_i5,,autor_id,6303,PL 2476/2022,PL,,,"Altera a Lei nº 4.751, de 07 de fevereiro de 2012, para garantir representação da Universidade do Distrito Federal no Conselho de Educação do Distrito Federal.","Apresentação, Disponibilizada(Emenda)",2022-02-01
280,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-24,2022,32,8,6304,api_i5,,autor_id,6304,PDL 253/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Édson Pereira Pires.,"Apresentação, Retorno(Parecer)",2022-02-24
281,23,Deputado Iolando,MDB,1,apresentou uma proposição,2022-02-24,2022,32,8,6304,api_i5,,autor_id,6304,PDL 253/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Édson Pereira Pires.,"Apresentação, Retorno(Parecer)",2022-02-24
282,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-24,2022,32,8,6304,api_i5,,autor_id,6304,PDL 253/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Édson Pereira Pires.,"Apresentação, Retorno(Parecer)",2022-02-24
283,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-24,2022,32,8,6304,api_i5,,autor_id,6304,PDL 253/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Édson Pereira Pires.,"Apresentação, Retorno(Parecer)",2022-02-24
284,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-24,2022,32,8,6305,api_i5,,autor_id,6305,PDL 251/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Humberto Alves de Freitas.,"Aguardando Inclusão na ordem do Dia, Retorno(Parecer)",2022-02-24
285,23,Deputado Iolando,MDB,1,apresentou uma proposição,2022-02-24,2022,32,8,6305,api_i5,,autor_id,6305,PDL 251/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Humberto Alves de Freitas.,"Aguardando Inclusão na ordem do Dia, Retorno(Parecer)",2022-02-24
286,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-24,2022,32,8,6305,api_i5,,autor_id,6305,PDL 251/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Humberto Alves de Freitas.,"Aguardando Inclusão na ordem do Dia, Retorno(Parecer)",2022-02-24
287,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-24,2022,32,8,6305,api_i5,,autor_id,6305,PDL 251/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Humberto Alves de Freitas.,"Aguardando Inclusão na ordem do Dia, Retorno(Parecer)",2022-02-24
288,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-24,2022,32,8,6306,api_i5,,autor_id,6306,PDL 250/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Leonardo Santos.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
289,23,Deputado Iolando,MDB,1,apresentou uma proposição,2022-02-24,2022,32,8,6306,api_i5,,autor_id,6306,PDL 250/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Leonardo Santos.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
290,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-24,2022,32,8,6306,api_i5,,autor_id,6306,PDL 250/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Leonardo Santos.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
291,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-24,2022,32,8,6306,api_i5,,autor_id,6306,PDL 250/2022,PDL,,,Concede Título de Cidadão Benemérito de Brasília ao Senhor Leonardo Santos.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
292,18,Deputado Delmasso,,1,apresentou uma proposição,2022-02-24,2022,32,8,6307,api_i5,,autor_id,6307,PDL 249/2022,PDL,,,Concede Título de Cidadão Honorário de Brasília ao Senhor Flávio Luiz Thiessen.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
293,23,Deputado Iolando,MDB,1,apresentou uma proposição,2022-02-24,2022,32,8,6307,api_i5,,autor_id,6307,PDL 249/2022,PDL,,,Concede Título de Cidadão Honorário de Brasília ao Senhor Flávio Luiz Thiessen.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
294,53,Deputado Janio Farias Marques (Guarda Janio),,1,apresentou uma proposição,2022-02-24,2022,32,8,6307,api_i5,,autor_id,6307,PDL 249/2022,PDL,,,Concede Título de Cidadão Honorário de Brasília ao Senhor Flávio Luiz Thiessen.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
295,54,Deputada Maria Antônia Rodrigues Magalhães (Professora Maria Antônia),,1,apresentou uma proposição,2022-02-24,2022,32,8,6307,api_i5,,autor_id,6307,PDL 249/2022,PDL,,,Concede Título de Cidadão Honorário de Brasília ao Senhor Flávio Luiz Thiessen.,"Apresentação, Disponibilizada(Parecer)",2022-02-24
